Date,Bagasse_Generation,Bagasse_and_Diesel_Generation,Black_Coal_Generation,Coal_Seam_Methane_Generation,Grid_Generation,Kerosene_Generation,Natural_Gas_Generation,Solar_Generation,Solar__Generation,Waste_Coal_Mine_Gas_Generation,Water_Generation,Wind_Generation,RRP,RESDEMAND,weekday,month,year
2020-11-02,0.0,0.0,1483599.38306,25223.41335,0.0,0.0,110785.79565,130061.918752,9262.40711,18815.599889,27294.92983,42345.043770000004,48.41482190972223,113190909.0,0,11,2020
2020-11-03,0.0,0.0,1442702.48101,23373.00534,0.0,128.00136,113747.71942000001,116536.627744,9536.6636,20075.987535,28454.80484,48233.95683,44.397338680555556,110237291.0,1,11,2020
2020-11-04,2933.199999,0.0,1440571.65082,18868.77689,0.0,0.0,128879.48905,126458.40927799999,9529.28147,20812.481186,30069.952260000002,31393.03682,48.422599930555556,109676432.0,2,11,2020
2020-11-05,3839.099999,0.0,1458753.4278,29923.65953,0.0,0.0,115375.36373,132499.923539,8406.90105,19738.025021,40914.25217,42001.22081,53.21581572916667,115808002.0,3,11,2020
2020-11-06,3693.5,0.0,1452111.18764,9643.87366,0.0,0.0,127424.60252,142557.940111,9769.368410000001,20096.293668,34273.53477,17793.412949999998,41.18240909722223,110584330.0,4,11,2020
2020-11-07,3074.5,0.0,1429415.62849,4887.01197,0.0,0.0,87064.53455,124168.778175,8294.64308,20293.537428,37834.05229,28995.08012,34.46647222222222,104026213.0,5,11,2020
2020-11-08,3358.3,0.0,1417321.59019,6528.63598,0.0,0.0,88250.44370999999,91323.927899,5808.83203,20580.34361,29530.1349,70455.23738,34.56860638888889,100926218.0,6,11,2020
2020-11-09,3752.6,0.0,1447054.52332,12422.539920000001,0.0,0.0,130011.70880000001,75366.896805,8789.21187,21058.162425,33938.63729,60188.23474,39.61777545138889,107500228.0,0,11,2020
2020-11-10,3614.6000010000002,0.0,1460960.63501,10246.31262,0.0,0.0,98148.35732,101074.871438,8856.00052,20064.212515,31302.34235,47226.42403,37.445663680555555,107392643.0,1,11,2020
2020-11-11,3593.7000000000003,0.0,1525372.05282,9354.063629999999,0.0,0.0,80212.18143,128744.494309,9344.13272,20117.537592,33111.59229,38221.03441,29.02640784722222,108865003.0,2,11,2020
2020-11-12,3646.1,0.0,1544081.96253,37.70496,0.0,0.0,111420.1621,132002.593319,8633.81061,19764.743781,34324.72485,35335.74086,33.08143666666667,110856555.0,3,11,2020
2020-11-13,3774.1,0.0,1598826.01601,37.70496,0.0,0.0,102691.58106,121014.676474,5845.50272,17673.562473,33647.1623,46758.66714,37.56866458333333,113117663.0,4,11,2020
2020-11-14,3510.7999999999997,0.0,1565480.15869,11639.47016,0.0,0.0,93090.84417,125817.085972,9364.53639,14149.53749,33545.51728,25118.83111,38.36072895833333,111483746.0,5,11,2020
2020-11-15,3361.6,0.0,1594589.70657,13838.131,0.0,0.0,84897.07961,142704.564128,9470.89421,17600.212445,28113.92733,24549.93887,43.905790277777776,113422753.0,6,11,2020
2020-11-16,1602.799998,0.0,1684962.70134,51277.25671,0.0,1074.57955,135331.15122,135919.116401,8728.28864,17860.856401,37846.15718,53182.349050000004,79.31319940972223,125522126.0,0,11,2020
2020-11-17,0.0,0.0,1718225.74341,35607.8277,0.0,0.0,138279.14754,124088.78853600001,6204.70339,18008.600004,38353.3798,46008.64969,92.14644874999999,125228505.0,1,11,2020
2020-11-18,0.0,0.0,1677995.73862,11125.32487,0.0,0.0,81287.59933,135995.88641,7656.7452,17812.643771,36078.60729,82013.95825,41.20719895833333,116461107.0,2,11,2020
2020-11-19,0.0,0.0,1626496.45449,12664.10305,0.0,0.0,81096.27332,117249.668675,9533.31522,17962.200002,29083.477300000002,83322.80584,38.954029999999996,113415130.0,3,11,2020
2020-11-20,0.0,0.0,1614274.30164,9535.7379,0.0,0.0,114812.40569,128582.433014,9574.32979,17312.956169,37940.90471,72735.86077,30.234856388888886,113238842.0,4,11,2020
2020-11-21,0.0,0.0,1564211.9211,8788.23769,0.0,0.0,74347.52208,136723.555467,9539.89336,17522.450057000002,24102.557210000003,63397.43024,27.09800357638889,107655690.0,5,11,2020
2020-11-22,0.0,0.0,1634718.79327,10984.109900000001,0.0,0.0,99539.84962,154369.188238,9284.72233,17699.106273,24479.2398,54419.50567,40.293905520833334,105685552.0,6,11,2020
2020-11-23,0.0,0.0,1623097.44353,21146.9834,0.0,0.0,140409.72983999999,144197.36825200001,9766.302520000001,18170.993759,20329.1473,54307.1065,33.64385236111111,120639380.0,0,11,2020
2020-11-24,0.0,0.0,1656117.66913,20148.47979,0.0,0.0,154923.49519000002,139264.42773,8787.25864,13283.425084,10217.44996,40591.29385,42.344550381944444,123653808.0,1,11,2020
2020-11-25,0.0,0.0,1702148.00675,10886.64112,0.0,0.0,141571.32766,91718.296967,7884.85919,16306.331219,9270.01495,80151.84623,43.12325496527777,118504356.0,2,11,2020
2020-11-26,0.0,0.0,1665357.40812,23084.03391,0.0,0.0,123658.27108,114373.570823,8447.77894,15790.550052,23137.4023,59205.15085,101.09275409722223,116816005.0,3,11,2020
2020-11-27,0.0,0.0,1611580.13106,18981.92574,0.0,0.0,149941.72527,130627.28507,8928.74864,16000.068790000001,28946.419700000002,74047.97313,57.99667493055555,117507552.0,4,11,2020
2020-11-28,0.0,0.0,1530074.83011,36754.82325,0.0,0.0,115097.24842,136915.508628,9651.62785,16448.299982,21129.099739999998,67790.93462,42.90456927083333,109488376.0,5,11,2020
2020-11-29,0.0,0.0,1571591.20409,22724.40943,0.0,0.0,138745.05902,159368.032994,9778.45968,17669.049884,21660.66476,51880.471860000005,41.152670798611105,113819651.0,6,11,2020
2020-11-30,1774.699991,0.0,1641211.68367,28189.348879999998,0.0,0.0,158303.22109,157703.124107,9102.15601,17025.987463999998,15664.46493,45640.9118,48.44672875,129590436.0,0,11,2020
2020-12-01,5073.2999899999995,0.0,1714676.95758,46875.77235,0.0,1402.86688,190614.05223,146900.224105,8668.29872,16872.293774,18844.59484,55445.711650000005,51.88357072916667,133736181.0,1,12,2020
2020-12-02,5036.399967,0.0,1725902.47958,56895.74965,0.0,3711.2289,230381.2378,128078.079621,8511.13889,17072.437565,21583.93232,60756.23079,56.670780937500005,139991486.0,2,12,2020
2020-12-03,4694.599986,0.0,1723414.31386,32081.70246,0.0,629.2824,142391.02145,128429.275042,9302.88571,17330.968731,22376.23237,75123.72887,60.60943847222222,132056954.0,3,12,2020
2020-12-04,1521.299996,0.0,1710497.30547,72190.87952,0.0,6285.29381,202698.94026,132984.410961,8090.12857,16841.143786,10222.94249,30522.92942,80.05545555555555,132740698.0,4,12,2020
2020-12-05,0.0,0.0,1667520.02582,30450.81513,0.0,0.0,154103.64831000002,156024.720867,9267.39836,16662.249991,4022.445,50772.37373,41.476851493055555,127428252.0,5,12,2020
2020-12-06,0.0,0.0,1604426.61082,38505.44175,0.0,6478.21958,191218.56259,150733.222745,7838.40742,17169.687502,5319.62496,52575.17443,37.56945486111111,133369679.0,6,12,2020
2020-12-07,0.0,0.0,1767426.60696,52475.66278,0.0,0.0,255859.25772,125301.05612,3589.28579,17130.418719,5807.99997,29545.65595,53.02265729166667,143096580.0,0,12,2020
2020-12-08,3006.900016,0.0,1703687.03271,30106.46589,0.0,0.0,210242.01103,87070.64357100001,6596.77189,17007.906245,3872.005,41113.18113,46.66270427083333,132673058.0,1,12,2020
2020-12-09,2635.20003,0.0,1623232.29588,15611.43153,0.0,0.0,165477.77745,113285.65058300001,8772.69599,17006.57497,3219.9775,63289.01471,48.802740625000006,121024680.0,2,12,2020
2020-12-10,0.0,0.0,1638115.35733,16798.0559,0.0,0.0,168237.11515,121177.487088,8672.45016,16647.899974,11862.44238,63763.06539,42.47120604166667,120097143.0,3,12,2020
2020-12-11,0.0,0.0,1685608.15845,55.108799999999995,0.0,0.0,151673.93971,96217.48076600001,2220.97454,17699.512315,4350.9625,79205.04031,39.394639131944444,119743454.0,4,12,2020
2020-12-12,0.0,0.0,1583830.63583,55.108799999999995,0.0,0.0,83766.00532,122516.544993,7079.26416,19193.97511,8681.0124,59872.47548,30.84374170138889,111440908.0,5,12,2020
2020-12-13,0.0,0.0,1619635.65782,55.108799999999995,0.0,0.0,80284.05146999999,122669.595162,5910.09615,20811.112422,10419.43729,58588.48257,36.62333430555555,111440491.0,6,12,2020
2020-12-14,339.2,0.0,1677205.37815,19582.20702,0.0,0.0,172918.16853,99134.799631,3981.10397,21467.749939,6407.5175,42054.4551,55.825439375,121949392.0,0,12,2020
2020-12-15,4224.299998,0.0,1698344.82936,36193.60805,0.0,1150.02459,224933.33197,115076.84919,5022.15211,20140.418532,14284.212379999999,41606.44887,74.36866784722223,125159896.0,1,12,2020
2020-12-16,4624.299975,0.0,1714732.31532,59112.82895,0.0,0.0,194599.65049,101549.71894,6717.8277,19977.599972,13573.40994,45240.12991,87.92553454861111,128555033.0,2,12,2020
2020-12-17,2679.0,0.0,1717483.10202,50825.73199,0.0,7715.29497,188377.47214,114181.473514,7204.8336500000005,19758.775042,17419.89243,44303.95227,83.16722439892344,131063619.0,3,12,2020
2020-12-18,0.0,0.0,1716753.98249,38386.39572,0.0,0.0,224468.38099,120618.318946,8063.54815,19996.143858,9072.19,34222.18328,77.92742756944445,132037792.0,4,12,2020
2020-12-19,0.0,0.0,1689958.11209,21854.33424,0.0,0.0,130878.92817,124005.94061399999,8090.1016199999995,19910.849944999998,17162.34488,38138.21043,61.71706968749999,125864928.0,5,12,2020
2020-12-20,0.0,0.0,1699994.62082,27744.379399999998,0.0,9419.00014,102699.13518,132093.96501400002,6802.69339,21462.72498,20958.992270000002,44269.39122,109.02156097222222,121303549.0,6,12,2020
2020-12-21,0.0,0.0,1626264.01989,50198.98896,0.0,8980.29071,187656.25027,124046.466258,7894.10625,20211.493714,13948.5274,58057.73146,85.70765986111111,128325500.0,0,12,2020
2020-12-22,0.0,0.0,1643973.25968,52033.21379,0.0,0.0,203569.62542,111612.50366,3251.05312,21405.456255,6644.275,54802.21934,61.8024065625,131388581.0,1,12,2020
2020-12-23,0.0,0.0,1664674.94216,25803.4937,0.0,0.0,173598.54654,123156.721252,8743.48775,22532.931384,3153.70498,51534.241,40.31450385416667,125695448.0,2,12,2020
2020-12-24,0.0,0.0,1633147.86881,1172.54701,0.0,0.0,157822.79968,105948.081119,6308.19481,21918.843678,3389.515,52452.34979,36.54178996527778,118065338.0,3,12,2020
2020-12-25,0.0,0.0,1574200.58424,78.31296,0.0,0.0,59783.08924,62277.829261,5584.50114,17436.799915,12058.12733,26831.30104,33.046331423611115,103432228.0,4,12,2020
2020-12-26,0.0,0.0,1537643.1198,78.31296,0.0,0.0,39263.30139,75956.020839,7737.48138,19995.906348,15481.77727,62528.226090000004,31.961884305555554,103523453.0,5,12,2020
2020-12-27,0.0,0.0,1534531.66715,4584.37029,0.0,0.0,69003.23948,105773.163971,8664.10455,22556.10005,13752.45722,56443.74413,28.49040232638889,109109256.0,6,12,2020
2020-12-28,0.0,0.0,1560115.6168,16331.54432,0.0,0.0,74416.14613000001,107707.195304,8322.888579999999,22049.30616,12684.57484,49178.297080000004,48.37245204861111,108892286.0,0,12,2020
2020-12-29,0.0,0.0,1674872.25706,26102.0974,0.0,0.0,91369.63806,63512.691598,5562.93596,21643.793883,17943.20977,41516.45807,59.4429565625,121270309.0,1,12,2020
2020-12-30,0.0,0.0,1586592.31439,13823.067790000001,0.0,0.0,134588.41,51654.597201000004,3828.3459199999998,21132.274988,15559.409810000001,41684.52116,47.703801006944445,119384936.0,2,12,2020
2020-12-31,0.0,0.0,1566223.7113,5933.42165,0.0,0.0,91119.72029,77091.626309,5490.98323,20205.949915,17178.84735,64646.79666,36.82300784722222,117473136.0,3,12,2020
2021-01-01,0.0,0.0,1465956.0962,72.51264,0.0,0.0,121830.91440000001,88515.26258200001,5973.3912,22638.843571999998,28388.50725,70983.93486,31.467438680555556,111336456.0,4,1,2021
2021-01-02,0.0,0.0,1446351.1921,72.51264,0.0,0.0,142051.03385,83460.995721,6963.90849,17507.256344,31312.12487,52249.44489,32.717803645833335,112712362.0,5,1,2021
2021-01-03,0.0,0.0,1427874.3071,7209.83004,0.0,0.0,156992.7127,90668.35331199999,6567.21215,18768.724963,31842.44737,49007.89465,31.13419621527778,113958956.0,6,1,2021
2021-01-04,0.0,0.0,1530517.4648,10830.63372,0.0,0.0,227727.70704,56574.691354999995,2055.25479,17141.512433,41091.27723,41050.407830000004,45.138446875,127189901.0,0,1,2021
2021-01-05,0.0,0.0,1558875.8779799999,45324.2204,0.0,0.0,254394.55689,60997.824477,8158.856879999999,20252.274937,50835.13978,24517.74409,45.076951701388886,130696077.0,1,1,2021
2021-01-06,0.0,0.0,1650505.55941,28561.64403,0.0,0.0,211188.39226,70848.33115099999,5322.77019,21842.274951,50583.63237,30843.86216,45.75569371527778,129881375.0,2,1,2021
2021-01-07,0.0,0.0,1570772.4112500001,6755.0435800000005,0.0,0.0,199589.14718,66549.311098,3423.3577,21695.249895,42257.1675,71982.74894,35.35170732638889,123155390.0,3,1,2021
2021-01-08,0.0,0.0,1610940.63438,78.31296,0.0,0.0,135685.95283,54175.15402,3495.68447,21547.268889,43449.225,67236.78332,34.083664965277784,117707573.0,4,1,2021
2021-01-09,0.0,0.0,1598862.98403,78.31296,0.0,0.0,89699.27012,47109.329343,3645.50878,21348.406215,52405.3073,69570.85504,34.05934440972222,109334472.0,5,1,2021
2021-01-10,0.0,0.0,1580336.11556,78.31296,0.0,0.0,80042.73306,78525.523343,7020.32083,22272.212729,50611.17983,70326.61997,33.64894621527778,107956259.0,6,1,2021
2021-01-11,0.0,0.0,1658539.97242,7601.8207600000005,0.0,0.0,120809.37148,84027.807213,7761.50235,22041.731403,43837.71,73465.30364,34.84109503472222,116370609.0,0,1,2021
2021-01-12,0.0,0.0,1665921.7777800001,10397.10066,0.0,0.0,126943.73445,81918.61956,8648.65882,20817.868853,43021.8075,57269.32365,36.880507881944446,117882471.0,1,1,2021
2021-01-13,0.0,0.0,1612796.00989,32443.65771,0.0,0.0,130083.08274,101862.898072,8607.49556,18722.53118,50719.22236,45650.26824,62.450669131944444,119397407.0,2,1,2021
2021-01-14,0.0,0.0,1651862.84284,28830.7376,0.0,5482.84893,155221.75814,127224.096722,7907.49496,18599.674934,50321.90486,55569.52485,54.15184593749999,121283880.0,3,1,2021
2021-01-15,0.0,0.0,1633415.56628,6810.11718,0.0,0.0,166162.36197,135525.395146,8706.27372,19171.374938,51191.71484,44597.31602,37.35751645833333,124437737.0,4,1,2021
2021-01-16,0.0,0.0,1591405.45837,8870.45558,0.0,0.0,124574.05196,130400.515789,8875.17712,22381.562369,44928.00491,52094.67636,43.17979673611111,121986041.0,5,1,2021
2021-01-17,0.0,0.0,1540308.20232,7152.12298,0.0,0.0,116980.23907,122733.898377,6766.24741,22201.106087,39292.4825,64405.59507,32.24996347222223,118509322.0,6,1,2021
2021-01-18,1234.500014,0.0,1674266.08531,13934.26628,0.0,0.0,158443.51551,74442.966342,4399.20292,22143.512562,39686.00484,52036.4064,43.233218090277774,128998231.0,0,1,2021
2021-01-19,3610.999987,0.0,1626917.2471699999,10907.34387,0.0,0.0,166434.94944,109165.42062,8278.58338,19698.987291,37611.56735,17304.35391,39.894262465277784,128701565.0,1,1,2021
2021-01-20,3791.299994,0.0,1610098.11123,98.61696,0.0,0.0,123209.61469,104375.513793,8065.7238800000005,16862.231254,30322.5675,78603.99786,34.12676774305556,122469428.0,2,1,2021
2021-01-21,3049.9,0.0,1616782.47951,98.61696,0.0,0.0,120708.57811,119725.251803,5781.30749,15415.249995,34799.39,73388.79585,35.36576152777778,120032880.0,3,1,2021
2021-01-22,763.7,0.0,1631024.21301,6666.74203,0.0,0.0,130140.71365,136437.79513,6138.40766,15666.1937,38231.695,52437.02259,38.89874913194445,119695222.0,4,1,2021
2021-01-23,0.0,0.0,1604664.96569,6491.507060000001,0.0,0.0,106837.42348,111057.652502,7700.82353,19226.843702000002,48477.87986,51721.50357,35.37779940972222,113804302.0,5,1,2021
2021-01-24,0.0,0.0,1576829.988,13140.55673,0.0,0.0,118846.29375,137042.661348,8429.85446,20204.206065,40148.97467,46020.96509,88.59141472222223,112342534.0,6,1,2021
2021-01-25,0.0,0.0,1664843.59018,15700.07839,0.0,0.0,175107.35311,142286.636519,7217.76635,20205.912325,34944.1775,49997.03894,35.209736319444445,123607819.0,0,1,2021
2021-01-26,0.0,0.0,1610195.8221800001,15948.5704,0.0,0.0,137265.01988,143855.706889,8629.91274,20465.525063,36227.08234,33845.32857,40.94838177083333,117803015.0,1,1,2021
2021-01-27,0.0,0.0,1616235.34526,29442.70875,0.0,0.0,180680.86217,134370.16857,8360.90647,19830.543927,36758.73985,39656.16073,50.77014878472222,131863088.0,2,1,2021
2021-01-28,0.0,0.0,1630081.86671,7166.03839,0.0,0.0,150114.75076,116336.698196,5513.80396,18886.118772,33441.955,62269.31125,37.06576875,130624810.0,3,1,2021
2021-01-29,0.0,0.0,1608917.0337,5904.02113,0.0,0.0,136831.00229,115523.27666199999,7417.22884,18495.593605000002,35313.675,71503.13371,37.71133361111111,127335066.0,4,1,2021
2021-01-30,0.0,0.0,1556046.55271,107.31456,0.0,0.0,136869.23142,132342.243009,7923.2586200000005,19380.274786,36723.95,75613.30693,33.46295902777778,118391241.0,5,1,2021
2021-01-31,0.0,0.0,1528628.63795,4758.05216,0.0,0.0,144356.73652,129545.55503999999,7683.9947,20040.30015,32646.3625,65502.256440000005,30.809245798611112,116487969.0,6,1,2021
2021-02-01,0.0,0.0,1578080.4494399999,6307.47543,0.0,0.0,162024.28145,126757.10922,7548.89758,18858.249828,32938.755,57495.25946,35.75125201388889,124364051.0,0,2,2021
2021-02-02,0.0,0.0,1596544.63114,2455.61479,0.0,0.0,144524.01408,121761.691951,6381.73664,17580.243695,29010.0975,27268.30798,38.728817881944444,126186001.0,1,2,2021
2021-02-03,0.0,0.0,1558606.87962,110.21472000000001,0.0,0.0,150416.10564,87418.136526,7973.25912,16951.181319,30192.2625,59542.85207,34.686999166666666,124625131.0,2,2,2021
2021-02-04,0.0,0.0,1568816.12894,10037.1744,0.0,0.0,149327.97311,118393.954673,9184.37871,17822.868734,27949.165,55143.70162,37.095890902777775,124416201.0,3,2,2021
2021-02-05,0.0,0.0,1556376.30614,7027.24191,0.0,0.0,159776.77588,128551.993148,8527.74281,17823.787593,30223.697500000002,39002.075,51.19705434027778,125125959.0,4,2,2021
2021-02-06,0.0,0.0,1554682.28827,13896.06047,0.0,0.0,149107.07149,129681.835437,8410.9532,16825.706008,30549.965,25485.24876,36.617765069444445,120744089.0,5,2,2021
2021-02-07,0.0,0.0,1594015.52453,30875.87418,0.0,3400.35162,199367.34443,98810.940196,7197.91974,19304.918764000002,33060.7999,17613.1451,42.4723903125,127241311.0,6,2,2021
2021-02-08,0.0,0.0,1613413.9846,5481.76683,0.0,0.0,199516.51988,109797.379442,7938.87385,19508.724873,27905.3125,43904.02065,38.53408541666666,134473283.0,0,2,2021
2021-02-09,0.0,0.0,1539991.49134,8850.4608,0.0,0.0,179500.30636,103298.10112,7488.85503,17778.424959,32229.1125,50919.6511,74.21499607638889,124825947.0,1,2,2021
2021-02-10,0.0,0.0,1559355.25428,6474.20996,0.0,0.0,156736.66899,90223.745249,7627.8156500000005,11648.118718,38683.5675,51839.97026,36.20503965277778,120599692.0,2,2,2021
2021-02-11,0.0,0.0,1623526.3482000001,8944.99893,0.0,0.0,137684.32246,82632.956481,8229.67111,12001.400119,43922.0,41322.6127,36.89110534722222,119384946.0,3,2,2021
2021-02-12,0.0,0.0,1611765.05695,29.00448,0.0,0.0,185668.4309,114671.407537,8427.39674,16927.337437,44143.56,35744.640550000004,33.528588750000004,121605211.0,4,2,2021
2021-02-13,0.0,0.0,1588999.93652,7408.08202,0.0,0.0,152061.18547,139747.986618,5698.18021,17074.024853,42856.4675,27139.112979999998,33.24752645833333,119243622.0,5,2,2021
2021-02-14,0.0,0.0,1537176.02107,17.403840000000002,0.0,0.0,122919.67191,106089.799843,5219.1059,15751.462469,42650.8675,28280.66446,31.017227673611114,118248519.0,6,2,2021
2021-02-15,1575.600014,0.0,1635694.6098,3460.8039999999996,0.0,0.0,142831.89929,103076.711779,7895.92747,13767.250098,39768.6025,41463.35193,33.898997152777774,124155314.0,0,2,2021
2021-02-16,5175.700034,0.0,1632041.84828,8144.973260000001,0.0,0.0,148301.28830000001,92690.183514,8446.09384,16574.756132,35691.284999999996,32991.34664,35.535256527777776,122934049.0,1,2,2021
2021-02-17,4636.1,0.0,1565143.98121,4339.39256,0.0,0.0,142009.56235,115664.112398,7784.60886,16709.343708,35526.92,46386.17401,34.597989930555556,121711919.0,2,2,2021
2021-02-18,4360.199979,0.0,1661453.50773,52.20864,0.0,0.0,143132.52213,92260.818035,6982.8003,16364.331251,34021.7175,57308.16795,33.985419479166666,122037150.0,3,2,2021
2021-02-19,1359.200003,0.0,1735746.68231,11487.009,0.0,0.0,137781.91163,50102.249261,6606.61307,16364.424815,40585.835,40555.67992,42.62006826388889,123700313.0,4,2,2021
2021-02-20,0.0,0.0,1709310.04535,52.20864,0.0,0.0,122936.62275,75189.979304,5798.41078,16280.556157,35925.665,16560.38741,34.715204166666666,117187902.0,5,2,2021
2021-02-21,0.0,0.0,1659399.12227,14810.492040000001,0.0,0.0,142200.34781,136749.271889,9593.092709999999,15766.199963,36635.54248,46586.70831,31.923502951388887,119905386.0,6,2,2021
2021-02-22,0.0,0.0,1686934.05215,40667.37397,0.0,5507.004220000001,203606.10621,147032.648174,8990.449560000001,16386.968749,43662.14237,29229.40219,83.63389791666667,134602065.0,0,2,2021
2021-02-23,0.0,0.0,1637751.38339,29568.33226,0.0,4641.0352,209403.97666000001,135931.700786,9268.57812,16732.343683,42493.10493,37151.98795,35.12514173611111,134404720.0,1,2,2021
2021-02-24,0.0,0.0,1522570.56869,13581.52255,0.0,0.0,184543.93771,114743.627859,6854.62388,15129.700056,37080.282490000005,74838.97502,33.605821319444445,128051317.0,2,2,2021
2021-02-25,0.0,0.0,1543866.2681800001,22309.39325,0.0,0.0,171772.52633,118014.39093000001,6882.569350000001,16674.037561,32315.42745,56317.34589,45.15698565972222,127177612.0,3,2,2021
2021-02-26,0.0,0.0,1571240.73114,40799.94655,0.0,0.0,213194.39379,70619.258802,7515.126069999999,16359.356164,32508.93485,44050.81397,65.82462819444444,128564098.0,4,2,2021
2021-02-27,0.0,0.0,1578586.9011,22752.99889,0.0,0.0,166409.40367,63293.692382,4323.90091,16259.037358,26995.46748,27633.71188,46.34229159722222,122457748.0,5,2,2021
2021-02-28,0.0,0.0,1594105.51196,25176.38046,0.0,0.0,177422.92174,45795.708575000004,7413.624449999999,13647.456278,29964.19245,31846.52608,49.99213496527778,122505824.0,6,2,2021
2021-03-01,1481.2000050000001,0.0,1630342.78992,38266.55001,0.0,0.0,215509.28791,46970.720371,3853.66423,11465.387504,32785.06249,29277.44655,63.8620653125,131117630.0,0,3,2021
2021-03-02,3222.400004,0.0,1587151.23634,48831.45444,0.0,5924.55085,180225.655,105872.99750900001,8924.56875,14443.550037,39323.87999,26601.17467,45.31423840277778,130664360.0,1,3,2021
2021-03-03,0.0,0.0,1571774.97267,12298.51811,0.0,0.0,145533.13119000001,126552.156845,8090.96088,15181.618604,37831.5275,75251.54244,37.818284965277776,126927322.0,2,3,2021
2021-03-04,0.0,0.0,1557065.23919,7641.74395,0.0,0.0,115144.55695,99156.686694,7407.51134,16488.162494,37945.965000000004,74548.20402,39.111417118055556,120829403.0,3,3,2021
2021-03-05,0.0,0.0,1536493.0832,15256.94163,0.0,0.0,128523.05451,137002.112102,7862.17612,16880.643729,43499.98489,25295.43969,82.37461125,117821203.0,4,3,2021
2021-03-06,0.0,0.0,1466933.11703,1376.22628,0.0,0.0,97874.05731,126303.777869,8984.37444,16910.762487,42120.489910000004,46685.70085,30.579777222222223,111282586.0,5,3,2021
2021-03-07,0.0,0.0,1483957.77423,8769.21557,0.0,0.0,112456.81016000001,106526.177444,6276.68455,17677.949835,37901.12,67560.62519,39.89241114583333,110204688.0,6,3,2021
2021-03-08,0.0,0.0,1529023.5985,25530.86941,0.0,0.0,176088.0,108945.56795699999,3962.3118,18689.487531,42847.90236,51319.02214,91.95329822916666,122653395.0,0,3,2021
2021-03-09,0.0,0.0,1538111.02367,33645.01599,0.0,950.51118,182826.72139,129397.35634500001,7211.8611200000005,15722.931357,31270.215,30967.75904,96.32509784722221,126345765.0,1,3,2021
2021-03-10,1673.300003,0.0,1561665.02602,26779.468100000002,0.0,0.0,168566.90155,131027.589811,4806.9925,17787.356284,28253.947500000002,42968.00366,41.09976135416667,127692232.0,2,3,2021
2021-03-11,5500.500003,0.0,1651462.98227,14738.2131,0.0,0.0,204709.49597,97632.199559,3626.74225,11633.843771,27825.4075,42143.41579,42.43837354166667,126997422.0,3,3,2021
2021-03-12,2148.499997,0.0,1642808.21929,8612.804520000002,0.0,0.0,135793.71244,121399.994762,6356.93782,15173.299944999999,25477.18,59922.68279,41.541642152777776,125242801.0,4,3,2021
2021-03-13,0.0,0.0,1573480.61321,6855.4349600000005,0.0,0.0,109077.08559,113733.887632,8195.4238,15456.656204,25988.235,58496.06973,31.61014472222222,118616836.0,5,3,2021
2021-03-14,0.0,0.0,1602165.79117,10706.25676,0.0,1403.4940600000002,132692.43771,119007.702139,6838.43508,15575.043829,26979.449950000002,39848.52065,73.2693571875,120574098.0,6,3,2021
2021-03-15,931.700003,0.0,1646282.35716,10576.61952,0.0,0.0,136097.40326,97100.942815,1909.26759,16134.387582,24481.0575,34911.45442,36.18044638888889,127532113.0,0,3,2021
2021-03-16,5258.899983,0.0,1548907.5289,16183.55152,0.0,0.0,114232.5517,88883.330419,1321.4387199999999,19715.974894,25805.82247,93166.0747,31.40255111111111,120914289.0,1,3,2021
2021-03-17,5134.300014,0.0,1492789.9719,20832.4538,0.0,0.0,161451.47878,86365.07875,1625.92278,16088.656113,29149.78244,103391.3956,34.137931944444446,120020941.0,2,3,2021
2021-03-18,5003.200003,0.0,1504314.73912,17682.99648,0.0,0.0,171152.2962,74477.260462,3675.6391599999997,11401.237503,30028.8425,66764.42007000001,41.000884166666665,120218632.0,3,3,2021
2021-03-19,1796.699997,0.0,1515782.08464,21842.28975,0.0,0.0,177179.06581,80413.077324,7352.87619,11232.112502,29725.0975,36650.19185,39.44716947916667,120917289.0,4,3,2021
2021-03-20,0.0,0.0,1474612.87102,8910.28271,0.0,0.0,140455.31514,102592.109669,6601.67366,10913.437525,30494.415,57373.71735,33.575578506944446,115459543.0,5,3,2021
2021-03-21,0.0,0.0,1508105.24178,8176.88947,0.0,0.0,149169.67598,71996.91313,5223.06696,10592.099966,29117.2125,64129.388060000005,39.56722552083333,114496385.0,6,3,2021
2021-03-22,0.0,0.0,1620561.43419,26291.24594,0.0,0.0,216640.21703,81407.572247,1995.9313,14442.918792,32597.042410000002,63409.89306,59.92581802083333,122472683.0,0,3,2021
2021-03-23,0.0,0.0,1587916.68311,30404.30781,0.0,0.0,245608.15382,74961.983831,2494.86651,20220.668752999998,31927.75992,58806.08745,65.42248885416667,123370454.0,1,3,2021
2021-03-24,0.0,0.0,1521406.59629,22387.89627,0.0,1736.01017,215169.31655,99090.25362599999,6293.21475,19318.918683,31973.23737,34950.2025,41.58903729166666,124355685.0,2,3,2021
2021-03-25,0.0,0.0,1446962.78202,15963.791130000001,0.0,4804.00732,182966.52698,104935.649122,8267.66254,19532.98736,31122.847420000002,64915.53723,45.67144517361111,120308074.0,3,3,2021
2021-03-26,0.0,0.0,1516451.92433,8188.11474,0.0,1028.00676,179908.78993,117774.132768,7989.11828,19917.662445,34798.42989,35817.43638,46.821932465277776,117060392.0,4,3,2021
